gene,dataset,method,metric,value,seed
ELK1,RPE1,OpPert,top_DE_Pearson,0.6856483226602565,0
ELK1,RPE1,descriptor-only,top_DE_Pearson,0.4561453686431347,0
ELK1,RPE1,linear,top_DE_Pearson,0.547710451563616,0
ELK1,RPE1,GEARS,top_DE_Pearson,0.4455802380496773,0
ELK1,RPE1,mean,top_DE_Pearson,0.33747483690181684,0
ELK1,RPE1,OpPert,top_DE_Pearson,0.5771739123675326,1
ELK1,RPE1,descriptor-only,top_DE_Pearson,0.47383969849577184,1
ELK1,RPE1,linear,top_DE_Pearson,0.41401667919333035,1
ELK1,RPE1,GEARS,top_DE_Pearson,0.441428952572164,1
ELK1,RPE1,mean,top_DE_Pearson,0.3992970641861595,1
ELK1,RPE1,OpPert,top_DE_Pearson,0.6114930487590088,2
ELK1,RPE1,descriptor-only,top_DE_Pearson,0.5407286134873153,2
ELK1,RPE1,linear,top_DE_Pearson,0.5682358289951721,2
ELK1,RPE1,GEARS,top_DE_Pearson,0.49807716617935577,2
ELK1,RPE1,mean,top_DE_Pearson,0.32132804534610443,2
ELK1,RPE1,OpPert,top_DE_Pearson,0.6210594563267082,3
ELK1,RPE1,descriptor-only,top_DE_Pearson,0.49278415691109523,3
ELK1,RPE1,linear,top_DE_Pearson,0.4010526844799445,3
ELK1,RPE1,GEARS,top_DE_Pearson,0.4279818600688653,3
ELK1,RPE1,mean,top_DE_Pearson,0.36951581208137857,3
ELK1,RPE1,OpPert,top_DE_Pearson,0.52936352031096,4
ELK1,RPE1,descriptor-only,top_DE_Pearson,0.44841420271555815,4
ELK1,RPE1,linear,top_DE_Pearson,0.5243520018826117,4
ELK1,RPE1,GEARS,top_DE_Pearson,0.5355422286991022,4
ELK1,RPE1,mean,top_DE_Pearson,0.4197923949051059,4
FOXA1,RPE1,OpPert,top_DE_Pearson,0.4241078336175981,0
FOXA1,RPE1,descriptor-only,top_DE_Pearson,0.46520387503327204,0
FOXA1,RPE1,linear,top_DE_Pearson,0.5016813113438324,0
FOXA1,RPE1,GEARS,top_DE_Pearson,0.3984048485987389,0
FOXA1,RPE1,mean,top_DE_Pearson,0.3007062615214017,0
FOXA1,RPE1,OpPert,top_DE_Pearson,0.4895708902602649,1
FOXA1,RPE1,descriptor-only,top_DE_Pearson,0.45130189026359496,1
FOXA1,RPE1,linear,top_DE_Pearson,0.5576712381216439,1
FOXA1,RPE1,GEARS,top_DE_Pearson,0.611355364279894,1
FOXA1,RPE1,mean,top_DE_Pearson,0.2911427468156031,1
FOXA1,RPE1,OpPert,top_DE_Pearson,0.5715934350296145,2
FOXA1,RPE1,descriptor-only,top_DE_Pearson,0.4835278711285389,2
FOXA1,RPE1,linear,top_DE_Pearson,0.4832575462908849,2
FOXA1,RPE1,GEARS,top_DE_Pearson,0.5139387780843541,2
FOXA1,RPE1,mean,top_DE_Pearson,0.3582245501470797,2
FOXA1,RPE1,OpPert,top_DE_Pearson,0.6412542072483852,3
FOXA1,RPE1,descriptor-only,top_DE_Pearson,0.5161479908620834,3
FOXA1,RPE1,linear,top_DE_Pearson,0.396390766144104,3
FOXA1,RPE1,GEARS,top_DE_Pearson,0.537743264852833,3
FOXA1,RPE1,mean,top_DE_Pearson,0.39354240247068717,3
FOXA1,RPE1,OpPert,top_DE_Pearson,0.5588980372291074,4
FOXA1,RPE1,descriptor-only,top_DE_Pearson,0.5178854622301637,4
FOXA1,RPE1,linear,top_DE_Pearson,0.47128444205794223,4
FOXA1,RPE1,GEARS,top_DE_Pearson,0.502028063264575,4
FOXA1,RPE1,mean,top_DE_Pearson,0.34727443268062264,4
MAPK1,RPE1,OpPert,top_DE_Pearson,0.4189053548520199,0
MAPK1,RPE1,descriptor-only,top_DE_Pearson,0.4451760963656476,0
MAPK1,RPE1,linear,top_DE_Pearson,0.41990496553272577,0
MAPK1,RPE1,GEARS,top_DE_Pearson,0.41881312130844656,0
MAPK1,RPE1,mean,top_DE_Pearson,0.4260410970843714,0
MAPK1,RPE1,OpPert,top_DE_Pearson,0.5702524511120675,1
MAPK1,RPE1,descriptor-only,top_DE_Pearson,0.44821013514332714,1
MAPK1,RPE1,linear,top_DE_Pearson,0.4261117989338544,1
MAPK1,RPE1,GEARS,top_DE_Pearson,0.5077701750777244,1
MAPK1,RPE1,mean,top_DE_Pearson,0.3994861655990508,1
MAPK1,RPE1,OpPert,top_DE_Pearson,0.4903820493871836,2
MAPK1,RPE1,descriptor-only,top_DE_Pearson,0.4497102976634034,2
MAPK1,RPE1,linear,top_DE_Pearson,0.5120839899310704,2
MAPK1,RPE1,GEARS,top_DE_Pearson,0.3738399322549522,2
MAPK1,RPE1,mean,top_DE_Pearson,0.33654581425567576,2
MAPK1,RPE1,OpPert,top_DE_Pearson,0.5142425177671477,3
MAPK1,RPE1,descriptor-only,top_DE_Pearson,0.441970208534698,3
MAPK1,RPE1,linear,top_DE_Pearson,0.42990228661768587,3
MAPK1,RPE1,GEARS,top_DE_Pearson,0.4982574763124377,3
MAPK1,RPE1,mean,top_DE_Pearson,0.4554176332253631,3
MAPK1,RPE1,OpPert,top_DE_Pearson,0.520564651564287,4
MAPK1,RPE1,descriptor-only,top_DE_Pearson,0.46750266054564643,4
MAPK1,RPE1,linear,top_DE_Pearson,0.5796847851045468,4
MAPK1,RPE1,GEARS,top_DE_Pearson,0.45699906529764667,4
MAPK1,RPE1,mean,top_DE_Pearson,0.44888052093573816,4
STAT3,RPE1,OpPert,top_DE_Pearson,0.5403193803976265,0
STAT3,RPE1,descriptor-only,top_DE_Pearson,0.5569137735518956,0
STAT3,RPE1,linear,top_DE_Pearson,0.5050120674967792,0
STAT3,RPE1,GEARS,top_DE_Pearson,0.5084265017549453,0
STAT3,RPE1,mean,top_DE_Pearson,0.3360621590868048,0
STAT3,RPE1,OpPert,top_DE_Pearson,0.5025575136072474,1
STAT3,RPE1,descriptor-only,top_DE_Pearson,0.4545474929978612,1
STAT3,RPE1,linear,top_DE_Pearson,0.5138416875412015,1
STAT3,RPE1,GEARS,top_DE_Pearson,0.48921331414019975,1
STAT3,RPE1,mean,top_DE_Pearson,0.32100263169628857,1
STAT3,RPE1,OpPert,top_DE_Pearson,0.5249530479493336,2
STAT3,RPE1,descriptor-only,top_DE_Pearson,0.5095485968149832,2
STAT3,RPE1,linear,top_DE_Pearson,0.5335096873059914,2
STAT3,RPE1,GEARS,top_DE_Pearson,0.4499709691738978,2
STAT3,RPE1,mean,top_DE_Pearson,0.2998847285531506,2
STAT3,RPE1,OpPert,top_DE_Pearson,0.5627615351800268,3
STAT3,RPE1,descriptor-only,top_DE_Pearson,0.5416519238854353,3
STAT3,RPE1,linear,top_DE_Pearson,0.5287594184987536,3
STAT3,RPE1,GEARS,top_DE_Pearson,0.41488886726920526,3
STAT3,RPE1,mean,top_DE_Pearson,0.3241554418004883,3
STAT3,RPE1,OpPert,top_DE_Pearson,0.4841637867186293,4
STAT3,RPE1,descriptor-only,top_DE_Pearson,0.4339492486850845,4
STAT3,RPE1,linear,top_DE_Pearson,0.5562645997621213,4
STAT3,RPE1,GEARS,top_DE_Pearson,0.404643961073019,4
STAT3,RPE1,mean,top_DE_Pearson,0.24286808240318863,4
