pair,gene_p,gene_q,split_category,method,metric,value,seed
MAPK1+STAT3,MAPK1,STAT3,neither gene observed,GEARS,top_DE_Pearson,0.47806950091912187,3
MAPK1+STAT3,MAPK1,STAT3,neither gene observed,CPA,top_DE_Pearson,0.418005292461641,3
MAPK1+STAT3,MAPK1,STAT3,neither gene observed,AttentionPert,top_DE_Pearson,0.4262996025407324,3
MAPK1+STAT3,MAPK1,STAT3,neither gene observed,mean,top_DE_Pearson,0.33483268526854704,3
MAPK1+STAT3,MAPK1,STAT3,neither gene observed,OpPert,top_DE_Pearson,0.6287589548943234,4
MAPK1+STAT3,MAPK1,STAT3,neither gene observed,additive,top_DE_Pearson,0.2374464337653907,4
MAPK1+STAT3,MAPK1,STAT3,neither gene observed,linear,top_DE_Pearson,0.3256974051473735,4
MAPK1+STAT3,MAPK1,STAT3,neither gene observed,GEARS,top_DE_Pearson,0.3630294949495286,4
MAPK1+STAT3,MAPK1,STAT3,neither gene observed,CPA,top_DE_Pearson,0.32895082265703846,4
MAPK1+STAT3,MAPK1,STAT3,neither gene observed,AttentionPert,top_DE_Pearson,0.3253450051437773,4
MAPK1+STAT3,MAPK1,STAT3,neither gene observed,mean,top_DE_Pearson,0.2420208161566781,4
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,OpPert,top_DE_Pearson,0.5888617198858194,0
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,additive,top_DE_Pearson,0.47046370709829516,0
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,linear,top_DE_Pearson,0.5061804112056005,0
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,GEARS,top_DE_Pearson,0.47759546379056705,0
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,CPA,top_DE_Pearson,0.60726860415802,0
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,AttentionPert,top_DE_Pearson,0.5040658669889259,0
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,mean,top_DE_Pearson,0.2482509148425123,0
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,OpPert,top_DE_Pearson,0.499857455254027,1
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,additive,top_DE_Pearson,0.3355698206583311,1
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,linear,top_DE_Pearson,0.4710400777490784,1
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,GEARS,top_DE_Pearson,0.49269168655679996,1
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,CPA,top_DE_Pearson,0.4518944581260325,1
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,AttentionPert,top_DE_Pearson,0.6106555667440309,1
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,mean,top_DE_Pearson,0.3929389724446146,1
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,OpPert,top_DE_Pearson,0.6035659016867801,2
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,additive,top_DE_Pearson,0.3841355907234738,2
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,linear,top_DE_Pearson,0.4100513065201392,2
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,GEARS,top_DE_Pearson,0.5022083299458173,2
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,CPA,top_DE_Pearson,0.49038042837913354,2
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,AttentionPert,top_DE_Pearson,0.3786213059731326,2
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,mean,top_DE_Pearson,0.34918157862902793,2
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,OpPert,top_DE_Pearson,0.5608443249724103,3
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,additive,top_DE_Pearson,0.42709105005373227,3
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,linear,top_DE_Pearson,0.4211965752591994,3
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,GEARS,top_DE_Pearson,0.46762788908473163,3
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,CPA,top_DE_Pearson,0.4693884483856322,3
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,AttentionPert,top_DE_Pearson,0.49544800141660283,3
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,mean,top_DE_Pearson,0.39628749495303406,3
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,OpPert,top_DE_Pearson,0.6248513722970523,4
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,additive,top_DE_Pearson,0.422339136588365,4
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,linear,top_DE_Pearson,0.4426306282330785,4
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,GEARS,top_DE_Pearson,0.5262593404120584,4
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,CPA,top_DE_Pearson,0.5166506949846512,4
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,AttentionPert,top_DE_Pearson,0.46394797400446686,4
CDKN1B+CDKN1A,CDKN1B,CDKN1A,exactly one gene observed,mean,top_DE_Pearson,0.40742360861797033,4
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,OpPert,top_DE_Pearson,0.6666992544031894,0
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,additive,top_DE_Pearson,0.38801503168043366,0
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,linear,top_DE_Pearson,0.4708338925599506,0
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,GEARS,top_DE_Pearson,0.5006766617971196,0
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,CPA,top_DE_Pearson,0.47411558588804953,0
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,AttentionPert,top_DE_Pearson,0.4510442248233918,0
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,mean,top_DE_Pearson,0.2708662798061357,0
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,OpPert,top_DE_Pearson,0.5655607667617403,1
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,additive,top_DE_Pearson,0.39389866042712524,1
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,linear,top_DE_Pearson,0.4751596088448575,1
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,GEARS,top_DE_Pearson,0.4523573874980688,1
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,CPA,top_DE_Pearson,0.4140204992493395,1
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,AttentionPert,top_DE_Pearson,0.5040579016226139,1
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,mean,top_DE_Pearson,0.36905529160838974,1
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,OpPert,top_DE_Pearson,0.594756918279256,2
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,additive,top_DE_Pearson,0.5711518259850575,2
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,linear,top_DE_Pearson,0.48663737187265077,2
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,GEARS,top_DE_Pearson,0.5291049060238477,2
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,CPA,top_DE_Pearson,0.4153463202679605,2
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,AttentionPert,top_DE_Pearson,0.41278555356781754,2
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,mean,top_DE_Pearson,0.4549697668064,2
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,OpPert,top_DE_Pearson,0.5045912132040018,3
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,additive,top_DE_Pearson,0.3773633557118815,3
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,linear,top_DE_Pearson,0.46765406472700677,3
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,GEARS,top_DE_Pearson,0.4945884551973567,3
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,CPA,top_DE_Pearson,0.42584960961340246,3
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,AttentionPert,top_DE_Pearson,0.47170160687721396,3
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,mean,top_DE_Pearson,0.43376254305900624,3
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,OpPert,top_DE_Pearson,0.5116403834700922,4
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,additive,top_DE_Pearson,0.3563796509380297,4
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,linear,top_DE_Pearson,0.5265556172539875,4
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,GEARS,top_DE_Pearson,0.5295378147162823,4
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,CPA,top_DE_Pearson,0.4427688827610803,4
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,AttentionPert,top_DE_Pearson,0.39506997903238494,4
FOXA1+FOS,FOXA1,FOS,exactly one gene observed,mean,top_DE_Pearson,0.3153225986136862,4
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.6549288071093116,0
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",additive,top_DE_Pearson,0.5805086795936939,0
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",linear,top_DE_Pearson,0.4271239595926847,0
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6620271700763339,0
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5090529656676137,0
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.609919729607416,0
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",mean,top_DE_Pearson,0.47480098897664463,0
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.7250751834878306,1
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",additive,top_DE_Pearson,0.5730554628536124,1
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",linear,top_DE_Pearson,0.4273625704962011,1
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.5529132451706404,1
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5882923077611968,1
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5783012068328127,1
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",mean,top_DE_Pearson,0.4886566437854062,1
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.7073619933401822,2
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",additive,top_DE_Pearson,0.5765071041857808,2
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",linear,top_DE_Pearson,0.557143503446732,2
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.48921977933277117,2
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",CPA,top_DE_Pearson,0.552671125068711,2
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.6149820888883373,2
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",mean,top_DE_Pearson,0.3945731648469713,2
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.6978764838072945,3
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",additive,top_DE_Pearson,0.5945035978360383,3
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",linear,top_DE_Pearson,0.5776120185777505,3
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.41617320802125624,3
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5033146982372918,3
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.7031713495133649,3
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",mean,top_DE_Pearson,0.4272077324182973,3
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.5409514066122602,4
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",additive,top_DE_Pearson,0.6141148432986163,4
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",linear,top_DE_Pearson,0.5708013354926204,4
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6662964293374635,4
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",CPA,top_DE_Pearson,0.5966175205131619,4
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.6175135481727301,4
FOXA1+CEBPA,FOXA1,CEBPA,"both genes observed, pair held out",mean,top_DE_Pearson,0.48178055486287097,4
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,OpPert,top_DE_Pearson,0.6182603801575514,0
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,additive,top_DE_Pearson,0.3451796409292679,0
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,linear,top_DE_Pearson,0.49679969091673415,0
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,GEARS,top_DE_Pearson,0.5684888460861931,0
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,CPA,top_DE_Pearson,0.5521620483921688,0
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,AttentionPert,top_DE_Pearson,0.464403701016454,0
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,mean,top_DE_Pearson,0.4298966667112877,0
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,OpPert,top_DE_Pearson,0.6156645439730724,1
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,additive,top_DE_Pearson,0.5943510462181838,1
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,linear,top_DE_Pearson,0.4249998958250893,1
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,GEARS,top_DE_Pearson,0.4695559654159745,1
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,CPA,top_DE_Pearson,0.46163285709240276,1
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,AttentionPert,top_DE_Pearson,0.4605866709976735,1
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,mean,top_DE_Pearson,0.3065987550141838,1
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,OpPert,top_DE_Pearson,0.39423946965957546,2
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,additive,top_DE_Pearson,0.41391803157661194,2
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,linear,top_DE_Pearson,0.49216148358199424,2
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,GEARS,top_DE_Pearson,0.47040668926964535,2
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,CPA,top_DE_Pearson,0.5961228710117465,2
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,AttentionPert,top_DE_Pearson,0.49080254876295176,2
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,mean,top_DE_Pearson,0.43746174331104815,2
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,OpPert,top_DE_Pearson,0.5756852247637981,3
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,additive,top_DE_Pearson,0.48958443859359546,3
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,linear,top_DE_Pearson,0.4867544932360137,3
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,GEARS,top_DE_Pearson,0.5821270779142138,3
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,CPA,top_DE_Pearson,0.48335636100794405,3
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,AttentionPert,top_DE_Pearson,0.5197672424853271,3
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,mean,top_DE_Pearson,0.38197997601900263,3
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,OpPert,top_DE_Pearson,0.5427028725123609,4
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,additive,top_DE_Pearson,0.4642989391354806,4
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,linear,top_DE_Pearson,0.6040631747718609,4
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,GEARS,top_DE_Pearson,0.4837761834742735,4
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,CPA,top_DE_Pearson,0.5051678935711948,4
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,AttentionPert,top_DE_Pearson,0.5654667370521665,4
ELK1+CDKN1A,ELK1,CDKN1A,exactly one gene observed,mean,top_DE_Pearson,0.4284151968566568,4
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,OpPert,top_DE_Pearson,0.32683154448261686,0
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,additive,top_DE_Pearson,0.4281962338564739,0
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,linear,top_DE_Pearson,0.38016843227159564,0
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,GEARS,top_DE_Pearson,0.45998044119231934,0
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,CPA,top_DE_Pearson,0.32587333170913696,0
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,AttentionPert,top_DE_Pearson,0.2968495516019968,0
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,mean,top_DE_Pearson,0.27564526304847004,0
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,OpPert,top_DE_Pearson,0.45798379360263153,1
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,additive,top_DE_Pearson,0.3105075504305701,1
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,linear,top_DE_Pearson,0.3750796768439658,1
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,GEARS,top_DE_Pearson,0.5660461535219357,1
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,CPA,top_DE_Pearson,0.43007153284214344,1
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,AttentionPert,top_DE_Pearson,0.4529699163517992,1
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,mean,top_DE_Pearson,0.31063621349320136,1
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,OpPert,top_DE_Pearson,0.5487677286311315,2
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,additive,top_DE_Pearson,0.3285956996259553,2
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,linear,top_DE_Pearson,0.24671432153948236,2
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,GEARS,top_DE_Pearson,0.38868483201963944,2
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,CPA,top_DE_Pearson,0.4287041425997901,2
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,AttentionPert,top_DE_Pearson,0.3318119762930956,2
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,mean,top_DE_Pearson,0.24941804297064019,2
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,OpPert,top_DE_Pearson,0.41849381541986125,3
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,additive,top_DE_Pearson,0.4301217551105878,3
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,linear,top_DE_Pearson,0.4149674209243938,3
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,GEARS,top_DE_Pearson,0.43909243723863756,3
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,CPA,top_DE_Pearson,0.4172960787872583,3
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,AttentionPert,top_DE_Pearson,0.3877650448468724,3
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,mean,top_DE_Pearson,0.27185337695165024,3
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,OpPert,top_DE_Pearson,0.38888892516806095,4
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,additive,top_DE_Pearson,0.20881348127496596,4
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,linear,top_DE_Pearson,0.3790048678207014,4
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,GEARS,top_DE_Pearson,0.4194394153763287,4
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,CPA,top_DE_Pearson,0.45255587410552267,4
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,AttentionPert,top_DE_Pearson,0.4842801489649421,4
ELK1+CDKN1B,ELK1,CDKN1B,neither gene observed,mean,top_DE_Pearson,0.3541999090999368,4
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,OpPert,top_DE_Pearson,0.5888200577528828,0
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,additive,top_DE_Pearson,0.5919142806645307,0
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,linear,top_DE_Pearson,0.5588059522228349,0
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,GEARS,top_DE_Pearson,0.5671638297199029,0
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,CPA,top_DE_Pearson,0.45673272266704257,0
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,AttentionPert,top_DE_Pearson,0.4370080221306925,0
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,mean,top_DE_Pearson,0.40733447300299436,0
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,OpPert,top_DE_Pearson,0.49396032414593843,1
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,additive,top_DE_Pearson,0.42569381894118186,1
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,linear,top_DE_Pearson,0.4631133230598846,1
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,GEARS,top_DE_Pearson,0.5955747253473684,1
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,CPA,top_DE_Pearson,0.4587181618224193,1
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,AttentionPert,top_DE_Pearson,0.34364502168564304,1
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,mean,top_DE_Pearson,0.3902666788597481,1
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,OpPert,top_DE_Pearson,0.5180586888137645,2
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,additive,top_DE_Pearson,0.4425578614662648,2
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,linear,top_DE_Pearson,0.46479771794947256,2
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,GEARS,top_DE_Pearson,0.4835777602509339,2
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,CPA,top_DE_Pearson,0.5274204349070822,2
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,AttentionPert,top_DE_Pearson,0.39802810729883753,2
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,mean,top_DE_Pearson,0.32897914650273835,2
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,OpPert,top_DE_Pearson,0.601042274787043,3
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,additive,top_DE_Pearson,0.4031549134793379,3
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,linear,top_DE_Pearson,0.37347159744380165,3
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,GEARS,top_DE_Pearson,0.5401133205954042,3
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,CPA,top_DE_Pearson,0.5473856778264923,3
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,AttentionPert,top_DE_Pearson,0.48730028754141963,3
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,mean,top_DE_Pearson,0.24234926409182805,3
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,OpPert,top_DE_Pearson,0.602358184801929,4
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,additive,top_DE_Pearson,0.34040672711481873,4
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,linear,top_DE_Pearson,0.48852795661088994,4
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,GEARS,top_DE_Pearson,0.4467521705154704,4
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,CPA,top_DE_Pearson,0.41040964285398207,4
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,AttentionPert,top_DE_Pearson,0.46348539897521857,4
SPI1+MAPK1,SPI1,MAPK1,exactly one gene observed,mean,top_DE_Pearson,0.3490021466143644,4
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.7188114523003092,0
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",additive,top_DE_Pearson,0.5568703899386088,0
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",linear,top_DE_Pearson,0.5281465676042215,0
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.5480436069700628,0
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",CPA,top_DE_Pearson,0.48115022205715363,0
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.6074439906720093,0
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",mean,top_DE_Pearson,0.4387247471649185,0
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.5176682683161891,1
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",additive,top_DE_Pearson,0.5078571076338361,1
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",linear,top_DE_Pearson,0.5159379582447028,1
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6945406555302396,1
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",CPA,top_DE_Pearson,0.4778332832864014,1
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.5035189520159568,1
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",mean,top_DE_Pearson,0.526598178586342,1
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",OpPert,top_DE_Pearson,0.7414057894478377,2
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",additive,top_DE_Pearson,0.49530102367646156,2
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",linear,top_DE_Pearson,0.5320748506314653,2
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",GEARS,top_DE_Pearson,0.6369741237931987,2
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",CPA,top_DE_Pearson,0.4403740121832813,2
FOXA1+FOS,FOXA1,FOS,"both genes observed, pair held out",AttentionPert,top_DE_Pearson,0.4783283789296666,2
